eid,bracket,t_hr,cost,gas_cost,food_cost,toll_cost,exp_fine
92,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
93,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
93,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
93,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
93,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
94,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
94,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
94,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
94,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
95,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
95,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
95,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
95,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
96,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
96,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
96,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
96,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
97,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
97,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
97,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
97,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
98,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
98,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
98,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
98,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
99,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
99,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
99,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
99,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
100,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
100,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
100,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
100,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
101,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
101,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
101,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
101,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
102,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
102,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
102,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
102,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
103,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
103,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
103,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
103,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
104,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
104,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
104,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
104,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
105,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
105,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
105,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
105,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
106,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
106,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
106,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
106,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
107,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
107,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
107,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
107,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
108,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
108,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
108,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
108,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
109,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
109,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
109,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
109,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
110,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
110,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
110,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
110,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
111,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
111,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
111,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
111,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
112,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
112,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
112,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
112,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
113,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
113,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
113,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
113,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
114,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
114,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
114,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
114,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
115,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
115,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
115,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
115,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
116,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
116,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
116,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
116,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
117,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
117,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
117,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
117,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
118,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
118,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
118,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
118,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
119,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
119,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
119,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
119,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
120,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
120,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
120,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
120,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
121,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
121,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
121,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
121,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
122,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
122,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
122,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
122,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
123,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
123,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
123,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
123,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
124,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
124,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
124,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
124,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
125,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
125,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
125,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
125,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
126,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
126,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
126,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
126,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
127,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
127,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
127,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
127,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
128,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
128,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
128,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
128,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
129,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
129,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
129,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
129,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
130,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
130,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
130,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
130,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
131,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
131,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
131,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
131,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
132,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
132,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
132,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
132,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
133,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
133,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
133,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
133,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
134,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
134,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
134,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
134,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
135,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
135,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
135,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
135,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
136,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
136,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
136,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
136,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
137,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
137,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
137,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
137,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
138,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
138,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
138,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
138,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
139,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
139,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
139,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
139,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
140,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
140,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
140,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
140,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
141,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
141,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
141,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
141,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
142,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
142,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
142,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
142,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
143,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
143,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
143,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
143,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
144,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
144,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
144,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
144,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
145,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
145,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
145,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
145,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
146,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
146,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
146,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
146,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
147,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
147,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
147,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
147,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
148,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
148,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
148,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
148,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
149,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
149,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
149,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
149,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
150,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
150,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
150,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
150,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
151,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
151,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
151,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
151,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
152,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
152,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
152,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
152,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
153,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
153,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
153,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
153,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
154,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
154,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
154,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
154,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
155,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
155,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
155,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
155,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
156,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
156,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
156,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
156,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
157,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
157,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
157,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
157,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
158,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
158,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
158,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
158,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
159,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
159,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
159,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
159,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
160,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
160,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
160,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
160,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
161,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
161,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
161,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
161,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
162,0.0000,0.4167,69.7083,36.3750,8.3333,25.0000,0.0000
162,0.2000,0.3472,221.6522,42.1950,6.9444,25.0000,147.5128
162,0.5000,0.2778,265.9953,50.9250,5.5556,25.0000,184.5147
162,0.7000,0.2451,1577.6547,56.7450,4.9020,25.0000,1491.0077
163,0.0000,0.4167,69.7083,36.3750,8.3333,25.0000,0.0000
163,0.2000,0.3472,221.6522,42.1950,6.9444,25.0000,147.5128
163,0.5000,0.2778,265.9953,50.9250,5.5556,25.0000,184.5147
163,0.7000,0.2451,1577.6547,56.7450,4.9020,25.0000,1491.0077
164,0.0000,0.4167,69.7083,36.3750,8.3333,25.0000,0.0000
164,0.2000,0.3472,221.6522,42.1950,6.9444,25.0000,147.5128
164,0.5000,0.2778,265.9953,50.9250,5.5556,25.0000,184.5147
164,0.7000,0.2451,1577.6547,56.7450,4.9020,25.0000,1491.0077
165,0.0000,0.4167,69.7083,36.3750,8.3333,25.0000,0.0000
165,0.2000,0.3472,221.6522,42.1950,6.9444,25.0000,147.5128
165,0.5000,0.2778,265.9953,50.9250,5.5556,25.0000,184.5147
165,0.7000,0.2451,1577.6547,56.7450,4.9020,25.0000,1491.0077
166,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
166,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
166,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
166,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
167,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
167,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
167,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
167,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
168,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
168,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
168,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
168,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
169,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
169,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
169,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
169,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
170,0.0000,0.5556,40.2111,29.1000,11.1111,0.0000,0.0000
170,0.2000,0.4630,153.3588,33.4650,9.2593,0.0000,110.6346
170,0.5000,0.3704,231.9346,40.0125,7.4074,0.0000,184.5147
170,0.7000,0.3268,1044.9186,44.3775,6.5359,0.0000,994.0052
171,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
171,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
171,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
171,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
172,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
172,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
172,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
172,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
173,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
173,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
173,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
173,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
174,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
174,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
174,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
174,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
175,0.0000,1.2500,41.9750,16.9750,25.0000,0.0000,0.0000
175,0.2000,1.0417,46.0090,18.9150,20.8333,0.0000,6.2606
175,0.5000,0.8333,61.0653,21.8250,16.6667,0.0000,22.5736
175,0.7000,0.7353,158.6256,23.7650,14.7059,0.0000,120.1547
176,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
176,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
176,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
176,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
177,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
177,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
177,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
177,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
178,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
178,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
178,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
178,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
179,0.0000,0.8333,38.4917,21.8250,16.6667,0.0000,0.0000
179,0.2000,0.6944,51.1452,24.7350,13.8889,0.0000,12.5213
179,0.5000,0.5556,74.0716,29.1000,11.1111,0.0000,33.8604
179,0.7000,0.4902,242.0718,32.0100,9.8039,0.0000,200.2579
